ID,URL,Is lighting product?,Extracted_Content
The Unifuse 180 process delivers high-quality surface 
protection for panels. Our equipment facility include 
GMAW technology and panel mounting systems that 
feature the ability to overlay flat panels up to 18 m long 
and 2 m wide.
 
Unifuse 360 – Boiler tube protection 
The Unifuse 360 process provides 360° protection for boiler 
tubes from corrosion and erosion. Our facility can apply an 
overlay thickness of 1,2-3,0 mm (or even more if required 
with multilayer overlay) for tube designs and headers up to 
15 m long with diameters between 21–273 mm.
Automated weld overlay in 
our manufacturing facility
WSI is a world leader in its fabrication capability with extensive shop overlay 
capacity in Radom, Poland.
Unifuse 180 - Boiler panel life 
extension
Unifuse 360 - Boiler tube 
protection
Unifuse 180
Overlay of flat straight panels
Unifuse 360
Our unique GMAW/GTAW process
Superheater bank
Flattening test
PMI for dilution control
Panel manufactured with spiral 
tubes
Thickness control
Spiral tubes with openings
6
 
Pre-job audit 
During the evaluation phase of the project, we perform a pre-job visit to be 
sure our personnel and procedures comply with the customers’ requirements 
on Health, Safety and Environment and Quality Assurance.
We will determine, through various tests, whether there is a need for tube 
build-up, a specific repair to restore the pressure boundary, or if the boiler can 
be directly overlaid.
Surface preparation
Prior to the overlay, our level II and/or level III Quality Inspectors will inspect 
the blasted surface (SA 3), determine the thickness and identify defects.
Surfaces must be free from any possible contamination such as refractory, 
coatings or old inconel. If there is previous weld overlay applied, the surface 
must be ground-off to eliminate all possible defects such as pores. All visible 
defects will be repaired during this stage.
Unifuse process
This is carried out in the vertical down mode from the membrane to the 
tube section, following a pre-programmed weld bead sequence to achieve 
uniform coverage and a smooth surface. Each weld bead is overlapped by a 
subsequent weld bead to ensure full coverage with a 2 mm-thick overlay.
If the tube thickness is below the minimum level for overlay, ie 2.2 mm vertical 
and 2.5 mm in non-vertical then carbon steel build-up is required prior to  
weld overlay.
Inspection
Our inspectors produce a comprehensive report of the overlay carried out, 
which includes the following Non-destructive Testing (NDT)
 
∞Ultrasonic Testing (UT) and Visual Testing (VT) prior to overlay
 
∞Random testing during overlay application
 
∞Positive Material Identification (PMI), Penetrant Testing (PT), 
UT, and VT after completion of the overlay
Automated weld overlay on site
In addition to our fabrication shop, we also perform repairs and upgrades on site. 
Specific operating conditions affecting the boiler can cause aging of the protective 
weld overlay, resulting in excessive wear, in which case we can perform the necessary 
repairs on site. We can apply weld overlay on new or worn carbon steel tubes and we 
can also re-apply weld overlay on top of old overlay such as inconel.
Boiler Services
7
Waste to Energy and  
Biomass boilers
Managing corrosion issues related to boilers burning municipal solid waste and burning 
fuel from organic materials is a major challenge for operators.
Waterwall repair at an Energy from Waste facility
 
Waste to Energy boilers 
Municipal solid waste is a heterogeneous fuel that 
contains numerous impurities such as chlorine, sulfur, 
sodium, zinc, lead, and other heavy metals. During 
fuel combustion, these impurities generate a corrosive 
environment which reduces the life of carbon steel. This 
can often lead to tube failure and consequently costly 
unscheduled shutdown of the boiler. The corrosive 
atmosphere affects boiler tubes, waterwalls, superheater 
tubes, furnaces, boiler banks and economizers.
Biomass boilers
Biomass boilers use fuel from organic materials such as 
agricultural wastes, forest and plant residuals, energy 
crops, and RT chips (recovered wood fuel) that can be 
mixed with municipal waste. These fuels often contain 
significant amounts of elements such as chlorine, 
potassium, alkali, sodium, sulfur, lead or zinc.
The combustion process releases flue gases containing 
low-melting temperature compounds that cause 
corrosion and also form deposits that melt on the 
superheater tube surface and limit the rate of heat 
transfer to the steam in the tubes.
Unifuse weld overlay with alloy 625
For a boiler to operate in these harsh conditions over 
an extended period of years, the tubes require a layer 
to protect against corrosion. Unifuse® with alloy 625 
(not limited to) has proven to be the most cost-effective 
solution to corrosion attacks from combustion products 
in boilers and from hot, exhaust flue gas streams in waste 
heat recovery systems, and to maintain the structural 
integrity of the waterwalls.
It is the choice of boiler operators to maximize the 
economic benefits of longer service life, to prevent the 
unforeseen shutdown, and to avoid maintenance costs 
during the next outage.
8
 
Sulfur, the main impurity in coal, when burned causes SOx emission 
resulting in problems such as high-temperature corrosion. After 
combustion, the ash from the coal can be entrained in flue gas and 
cause fly ash erosion on heat-absorbing surfaces such as furnace 
waterwall tubes, fluidized beds, superheaters and economizers. 
Slagging problems due to ash deposits on furnace walls may cause 
fouling issues. Ash removal methods (with steam, waterlances or 
water cannons) may also lead to further corrosion/erosion and 
thermal fatigue.
Unifuse weld overlay with alloy 622
WSI has been selected to provide weld metal overlay on many 
coal-fired boilers using Unifuse® 622. Unifuse with alloy 622 has a 
proven performance record against corrosion, corrosion/erosion 
and thermal fatigue, and is especially effective in providing corrosion 
protection for waterwalls under low NOx combustion conditions.
 
Superheaters are typically made of carbon or Cr-Mo steels (e.g. 
ferritic steel: T11, T22). Rapid, high-temperature corrosion of these 
steel tubes can occur where there are high-heat areas. Combustion 
of the liquor yields an inorganic smelt which is rich in sodium 
carbonate (Na2CO3) and sodium sulfide (Na2S). Its combustion 
generates tube-wall thinning due to sulfidation in carbon steel 
carbonates and sulfides. Potassium salts may also deposit on tubes, 
smelt run floor, spout wall and primary airport openings and cause 
further corrosion.
Unifuse weld overlay with alloy 309, 310  
and GR383
Tubes protected with Unifuse with alloy 309, 310 or GR383, using 
the WSI patented GMAW/GTAW process, are a cost-effective,  
long-term solution to the superheater corrosion problem while  
also eliminating the need for dissimilar metal welds. 
Coal-fired boilers
Black liquor recovery boilers
The global coal industry has been subject to a host of regulations, changes in 
economics and the increase in extracting gas from shale-rock formations. This trend 
has refocused Europe now as the major buyer of the high-sulfur corrosive coal.
The black liquor recovery boiler is one of the most critical process systems in wood 
pulp and paper mills and the increase of corrosion in the superheater tubes is greatly 
affected by boiler operating factors, such as temperature.
Boiler Services
Fireside corrosion in a coal-fired boiler
The WSI repair with Unifuse 622 extended the lifetime of the 
coal-fired boiler
Field repair on a black liquor recovery boiler
9
 
The health, safety and environment plan 
Quite simply, safety is the number one priority for WSI. Therefore, total 
compliance with all Health, Safety and Environment (HSE) standards is 
fundamental at each stage of every project we undertake. A comprehensive 
plan covering all HSE issues supports all our actions from analysis to 
implementation and includes a full risk assessment that reflects the appropriate 
certifications, planning, responsibilities, training and the task risk analysis.
Quality assurance
Quality Assurance (QA) and Quality Control (QC) come as standard in all our 
solutions along with EN and ASME certifications for our automated welding 
and fully trained, specialist workforce.
All WSI craftsmen are qualified to EN 287-1, EN 1418 and EN ISO 14732 
or ASME, and the work scopes are performed in accordance with the 
requirements of PED 97/23/CE and applicable design and manufacturing 
codes for pressure equipment. We have a Quality Assurance Program certified 
to EN-ISO 3834-3, AD-Merkblatt HP0 (TRB 200), TRD 201 and ASME U & S. All 
welding procedures meet the requirements of EN-ISO 15614-1 and 7 and/or 
EN 288 and TÜV Merkblatt 1156/1166 or ASME BPVC.
Engineering
Our engineering department offers a complete range of analysis, including 
distortion mitigation, stress analysis, structural stability, and special welding 
procedures to ensure optimal performance at all times whether applied 
in-shop or in the field. In addition, highly qualified tooling, metallurgical, 
corrosion and welding engineers strive to determine the most suitable 
technical solutions for our customers.
Qualitative and quantitative analysis
Our automatic process delivers a high-quality weld overlay. The process 
qualification and parameters we have developed include destructive testing 
to check for weld overlay characteristics, such as dilution into the base 
material, which is precisely measured at all times by controlling the process 
parameters. It is also important to keep the Fe content from the base material 
at a minimum, as this is responsible for deterioration of the corrosion.
Safety, quality, engineering  
and analysis
WSI has the experience and global structure to offer a complete solution to all aspects 
of automated boiler repair and upgrade. The same attention to engineering detail, 
market-leading technical capability, and absolute focus on health and safety governs 
all our activities and services to give you total confidence and help you achieve success 
now and in the future.
Daily safety meetings
Training of employees
A complete range of analysis
Qualitative and quantitative (energy dispersive 
X-ray) analysis
10
A tailored maintenance program is the most cost-effective way to 
protect your asset. During the maintenance program, we monitor 
the performance of your assets on a regular basis.
By using regular inspection of the existing overlay we are able to 
provide a dedicated customer report with detailed information on 
the status of the overlay and advise on the most effective repair and 
an indication of life expectancy.
In the case of exposure of base metal, spot repairs to the overlay 
will be applied after surface preparation of the area. In the event  
of larger repairs being required, WSI can offer a repair solution  
using the Unifuse® technology that has been successfully proven 
in boiler applications for more than thirty years and provides a cost 
effective solution to corrosion attack from combustion products 
in boilers and from the hot, exhaust flue gas stream in waste heat 
recovery systems.
Warranties
Our services guarantee accurate adherence of the protection to 
the tubes and flat bar membranes that have been applied with the 
corrosion-resistant alloy. Warranties from the date the overlay will 
be exposed to fire/flue gas can be supplied. These warranties are 
subject to agreement following receipt of the overlay parameters to 
which the overlay is exposed. Our evaluation takes account of all the 
relevant operational factors such as boiler type, flue characteristics, 
boiler operation conditions, and current tube conditions.
The WSI boiler maintenance 
program
Changes in operations, or fuel type, can result in increased degradation of pressure 
parts and reduced performance; ignoring the maintenance of these valuable assets  
can lead to expensive repair or replacement.
Boiler Services
Waterwall after copper sulfate test
Spot repairs on an old 625 weld overlay
Spiral tubes with windows
If the damage is extensive, an automatic Unifuse weld  
overlay should be performed to reinstate the required weld 
overlay thickness
11
A tailored maintenance 
program is the most  
cost-effective way to 
protect your asset. 
During the maintenance 
program, we monitor the 
performance of your assets 
on a regular basis.
Field inspection of existing overlay
11
© 2022 Avail Infrastructure Solutions   09/2022   GDI
availinfra.com/wsi
WSI
560 Horizon Drive
Suite 100
Suwanee, GA 30024
T: 678.728.9100
E: wsi-usa@availinfra.com
WSI is a specialized global service company offering 
innovative maintenance through automatic weld repair 
solutions that extend the lifetime and maximize the  
value of our customers’ assets in the energy industry.
Boiler Services
"
P-619,https://www.availinfra.com/wp-content/uploads/2022/10/AvailWSI_BoilerServices_Brochure_ES_Sngl.pdf,No,"Servicios de calderas
Protección contra la
corrosión para calderas 
2
Servicios de calderas
Reparación de pared de agua en una caldera de 
incineración de residuos
 
Protección contra la 
corrosión para calderas 
En el entorno comercial actual, cada 
vez más competitivo, se espera que 
las soluciones de ingeniería mejoren 
el rendimiento del producto y la 
fiabilidad operativa de la fábrica.
WSI, con su sede central europea 
en Hellevoetsluis (Países Bajos), 
es el mayor proveedor mundial 
de reparaciones automatizadas. 
Tanto en nuestra fábrica de Radom 
(Polonia) como sobre el terreno, 
hemos aplicado numerosos 
recargues con soldadura resistentes 
a la corrosión y la erosión a calderas 
de todo el mundo, algunas en los 
entornos más exigentes que quepa 
encontrar.
2
3
Lograr el máximo retorno  
de la inversión
WSI tiene un historial impecable en industrias de todo el mundo y ofrece un 
importante retorno de la inversión con la aplicación de sus soluciones.
Retos 
Soluciones
Prolongar la vida útil de 
los activos y mejorar su 
rendimiento
Ofrecemos soluciones a largo plazo que 
evitan la necesidad de sustitución. Las 
soluciones de recargue con soldadura 
son más duraderas que otros métodos 
convencionales y pueden ser reparadas y 
sometidas a mantenimiento.
Mejorar la integridad 
mecánica de los equipos
La integridad de los equipos industriales, 
como los equipos a presión, es fundamental 
para garantizar la seguridad, el retorno 
de la inversión y la fiabilidad en el 
funcionamiento. Los equipos existentes 
pueden sufrir cambios procedimentales que 
den lugar a mayores índices de corrosión. 
Con el paso a una tecnología avanzada, 
se conservará la integridad mecánica y 
se garantizarán unos mayores niveles de 
fiabilidad.
Reducir los costes de 
mantenimiento
La reparación a largo plazo en lugar de la 
sustitución de los paneles existentes podría 
significar menos mantenimiento. Tenemos 
la capacidad de responder en plazos cortos 
y ajustados.
Calidad constante según los 
estándares
Todas nuestras soluciones se someten 
a procesos de control y garantía de la 
calidad, con certificaciones ASME y EN 
para la soldadura automatizada y personal 
especializado y plenamente formado.
Dificultades con materiales, 
ubicaciones, geometrías y 
entorno s problemáticos
El soporte completo de ingeniería que 
ofrecemos incluye diseño de herramientas, 
asesoramiento metalúrgico y diseño de 
procesos de soldadura.
Cumplir los estándares de 
seguridad
La atención y el compromiso con los 
estándares de seguridad, salud y medio 
ambiente (HSE) son uno de nuestros 
pilares y están presentes en todos nuestros 
proyectos y soluciones.
Formación de soldador
Línea de tubos Unifuse® 360
Nuestra fábrica de Radom (Polonia) con una producción 
continua todos los días del año.
4
 
Con más de 30 años de experiencia en la protección 
de calderas, la tecnología Unifuse® de WSI responde a 
esta necesidad, ofreciendo una protección óptima de la 
superficie de calderas de incineración de residuos, de 
biomasa, de carbón, de recuperación y de altos hornos y 
campanas para la fabricación de acero, como los hornos 
de arco eléctrico (EAF) y los hornos básicos de oxígeno 
(BOF).
Unifuse es una solución de ingeniería rentable contra los 
ataques de la erosión y la corrosión de los productos de 
la combustión en las calderas y de los gases de escape 
calientes que generan los sistemas de recuperación del 
calor residual. Unifuse prolonga la vida útil de los tubos y 
los paneles de las paredes de agua, con lo cual se evitan o 
se retrasan costosas sustituciones.
Tecnología Unifuse
El diseño y la construcción de calderas se rigen por unos estrictos estándares y 
códigos (p. ej., EN y ASME) que establecen unos exigentes requisitos. La mayoría de 
estos componentes tiene un margen de corrosión permisible en el espesor inicial de 
su pared, pero las condiciones operativas y el entorno pueden suponer un desgaste 
excesivo. Esto puede provocar que las calderas no funcionen de forma eficiente sin la 
protección adecuada de la superficie contra la corrosión, la erosión e incluso las fisuras.
Unifuse prolonga 
la vida útil de los 
tubos y de los 
paneles de las 
paredes de agua 
y evita o retrasa 
sustituciones 
costosas
Servicios de calderas
Es fundamental determinar qué tipo de proceso 
perjudicial afecta al equipo. La protección mediante 
recargue con soldadura puede degradarse con el paso 
del tiempo y su longevidad depende no solo de la calidad 
de la aplicación, sino también de las condiciones en que 
funcione la caldera. Una temperatura muy localizada, 
las turbulencias, el efecto de los gases de escape y 
las cenizas pueden provocar una reducción de la vida 
de servicio del recrecimiento. Unifuse ofrece la mejor 
calidad con la menor disolución posible tanto si se utiliza 
en el proceso de reconstrucción del material base para 
el recrecimiento del espesor mínimo (garantizando la 
restauración de la pared de presión) como si se aplica 
como un recargue resistente a la corrosión, lo cual 
permite que la caldera funcione de la forma más eficiente.
Unifuse 180: prolongación de la vida útil de los paneles de las calderas
5
 
Unifuse 180: prolongación de la vida 
útil de los paneles de las calderas 
El proceso Unifuse 180 ofrece una protección de alta 
calidad de la superficie de los paneles. Nuestra fábrica 
cuenta con la tecnología GMAW y con sistemas de 
montaje de paneles que permiten recrecer paneles planos 
de hasta 18 m de largo y 2 m de ancho. 
 
Unifuse 360: protección de los tubos 
de las calderas 
El proceso Unifuse 360 ofrece protección frente a la 
corrosión y la erosión en todo el perímetro de los tubos de 
las calderas. Nuestra fábrica puede aplicar un espesor de 
recrecimiento de 1,2-3,0 mm (o incluso más si es necesario 
con un recargue de varias capas) a los diseños de los tubos y 
colectores de hasta 15 m de largo con diámetros de entre 21 
y 273 mm.
Recrecimiento con soldadura 
automatizado en nuestra fábrica
WSI es líder mundial por su capacidad de fabricación con una extensa capacidad de 
creación de recargue en su fábrica de Radom (Polonia).
Unifuse 180: prolongación de 
la vida útil de los paneles de las 
calderas
Unifuse 360: protección de los 
tubos de las calderas
Unifuse 180: Prolongación de 
la vida útil de los paneles de las 
calderas
Unifuse 360: Nuestro exclusivo
proceso GMAW/GTAW
Banco sobrecalentador
Ensayo de aplastamiento
PMI para el control de la dilución
Panel fabricado con tubos en 
espiral
Control del espesor
Aperture fabricada con tubos
en espiral
6
 
Auditoría previa al trabajo 
Durante la fase de evaluación del proyecto, realizamos una visita previa para 
asegurarnos de que nuestro personal y procedimientos respondan a las 
exigencias de los clientes en materia de seguridad, salud, medio ambiente y 
control de calidad. 
Mediante diversas pruebas, determinaremos si es necesario recrecer los tubos, 
realizar una reparación concreta para restaurar la barrera de presión o si se 
puede recargar directamente la caldera.
Preparación de la superficie
Antes del recargue, nuestros inspectores de calidad de nivel II o III revisarán 
la superficie previamente chorreada (SA 3), determinarán el espesor e 
identificarán los defectos.
Las superficies deben estar libres de cualquier posible contaminación, como 
revestimientos refractarios o Inconel fatigado. En caso de que existiese un 
recargue con soldadura anterior, hay que desbastar la superficie para eliminar 
los posibles defectos (p. ej., poros). Durante esta fase se repararán todos los 
defectos visibles.
Proceso de Unifuse
Este se realiza en el modo vertical descendente desde la membrana a la 
sección de tubos, siguiendo una secuencia preprogramada del cordón de 
soldadura para lograr una cobertura uniforme y una superficie lisa. A cada 
cordón de soldadura se le superpone un cordón posterior para garantizar una 
cobertura total con un recrecimiento de 2 mm de espesor.
Si el espesor del tubo está por debajo del nivel mínimo para el recrecimiento, 
esto es, 2,2 mm en vertical y 2,5 mm en no vertical, entonces es necesario 
realizar recargue de acero al carbono antes del recargue anticorrosivo.
Inspección
Nuestros inspectores redactan un completo informe del trabajo realizado, que 
incluye los siguientes ensayos no destructivos (NDT):
 
∞Medición de espesor por ultrasonidos (UT) e inspección (VT) antes del recargue
 
∞inspección aleatoria durante la aplicación del recargue
 
∞identificación positiva del material (PMI), líquidos de penetrantes (PT), UT y VT una vez 
terminado el recargue
Recrecimiento con soldadura 
automatizado in situ
Además de nuestra fábrica, también realizamos reparaciones y mejoras in situ. Las 
condiciones operativas específicas que afectan a la caldera pueden provocar un 
envejecimiento del recargue con soldadura que conlleve un desgaste excesivo, en cuyo 
caso podemos realizar las reparaciones necesarias sobre el terreno. Podemos aplicar 
un recargue con soldadura en tubos de acero al carbono nuevos o usados, así como 
volver a aplicar el recargue con soldadura sobre un recargue antiguo (p. ej., Inconel). 
Servicios de calderas
7
Calderas de incineración de 
residuos y de biomasa
La gestión de los problemas de corrosión relacionados con las calderas que incineran 
residuos sólidos urbanos y que queman combustible de materiales orgánicos es un 
reto importante para los operadores.
Reparación de pared de agua en una instalación de producción de energía a partir de residuos
 
Calderas de incineración de residuos 
Los residuos sólidos urbanos son un combustible 
heterogéneo que contiene numerosas impurezas (p. ej., 
cloro, azufre, sodio, zinc, plomo y otros metales pesados). 
Durante la combustión del combustible, estas impurezas 
generan un entorno corrosivo que reduce la vida del 
acero al carbono. Esto a menudo acaba afectando a los 
tubos y, en consecuencia, se procede a realizar paradas 
imprevistas de la caldera. La atmósfera corrosiva afecta a 
los tubos de la caldera, las paredes de agua, los tubos de 
los sobrecalentadores, los hornos, recalentadores y los 
economizadores.
Calderas de biomasa
Las calderas de biomasa utilizan combustible obtenido 
de materiales orgánicos, como restos agrícolas, restos 
forestales o de plantas, cultivos energéticos y virutas RT 
(combustible de madera recuperada) que se pueden mezclar 
con los residuos urbanos. Estos combustibles a menudo 
contienen cantidades importantes de elementos como 
cloro, potasio, metal alcalino, sodio, azufre, plomo o zinc.
El proceso de combustión libera gases de escape que 
contienen compuestos de bajo punto de fusión, los cuales 
provocan corrosión y forman depósitos que se funden 
en la superficie del tubo sobrecalentador y limitan el 
coeficiente de transferencia de calor al vapor de los tubos.
Recargue con soldadura Unifuse con 
aleación 625
Para que una caldera funcione en estas duras condiciones 
durante numerosos años, los tubos deben tener una capa 
que los proteja de la corrosión. Unifuse® con aleación 
625 (entre otros) ha demostrado que es la solución más 
eficiente para los ataques de corrosión de los productos 
de la combustión en las calderas y de los flujos de gases 
de escape calientes en los sistemas de recuperación 
de calor residual. Asimismo, esta solución mantiene la 
integridad estructural de las paredes de agua.
Son los fabricantes de calderas quienes deben decidir 
si apuestan por maximizar los beneficios económicos 
de una vida de servicio más larga, evitar apagados 
imprevistos y ahorrar costes de mantenimiento durante la 
próxima avería.
8
Servicios de calderas
 
Al quemarlo, el azufre, la principal impureza 
del carbón, genera emisiones de óxidos de 
azufre (SOx) que provocan problemas como 
la corrosión a altas temperaturas. Tras la 
combustión, las cenizas del carbón pueden ser 
arrastradas en los gases de escape y provocar 
erosión por cenizas volantes en las superficies 
que absorben el calor (p. ej., los tubos de las 
paredes de agua, los lechos fluidizados, los 
recalentadores y los economizadores). Los 
problemas de escorificación provocados por 
los depósitos de cenizas en las paredes de 
los hornos pueden provocar problemas de 
incrustaciones. Los métodos de eliminación de 
cenizas (con vapor, chorros de agua o cañones 
de agua) también pueden conllevar una nueva 
corrosión/erosión y fatiga térmica.
 
Los recalentadores suelen estar hechos 
de acero al carbono o aceros de cromo-
molibdeno (p. ej., acero ferrítico: T11, T22). 
La corrosión rápida a altas temperaturas de 
estos tubos de acero se puede producir allí 
donde hay zonas de alta potencia calorífica. 
La combustión de las lejías produce una 
fusión inorgánica que es rica en carbonato 
sódico (Na2CO3) y sulfuro de sodio (Na2S). Su 
combustión genera un estrechamiento de las 
paredes de los tubos debido a la sulfuración 
del acero al carbono, otros sulfuros y sales de 
potasio también pueden depositarse en los 
tubos, colada en el suelo, la pared del labio 
de colada y las principales aperturas de aire y 
provocar una corrosión aún mayor.
Calderas de carbón
Calderas de recuperación
La industria mundial del carbón ha estado sometida a numerosos reglamentos, a 
cambios económicos y al aumento de las extracciones de gas de las formaciones de 
pizarra. Esta tendencia ha reconvertido a Europa en el principal comprador de carbón 
con alto contenido de azufre corrosivo.
La caldera de recuperación es uno de los sistemas de procesado más críticos 
de las fábricas de pasta y papel, donde el aumento de la corrosión en los tubos 
recalentadores se ve muy afectado por los factores operativos de la caldera (p. ej., la 
temperatura).
Corrosión en la cara expuesta al 
fuego de una caldera de carbón
La reparación de WSI con Unifuse 622 prolongó la 
vida útil de la caldera de carbón
Reparación sobre el terreno en una caldera de recuperación de lejías negras
Recargue con soldadura Unifuse con 
aleación 622
WSI ha sido elegido para aportar recargue con soldadura en muchas 
centrales térmicas de carbón usando Unifuse® 622. Unifuse con 
aleación 622 cuenta con un historial de rendimiento demostrado 
frente a la corrosión, la corrosión/erosión y la fatiga térmica, y es 
especialmente eficaz a la hora de proteger las paredes de agua 
ante la corrosión en condiciones de combustión baja de óxidos de 
nitrógeno (NOx).
El recargue con soldadura Unifuse con tubos 
de aleación 309, 310 y GR383
Protegidos con Unifuse con aleación 309, 310 o GR383, usando 
el proceso GMAW/GTAW patentado de WSI, es una solución 
eficiente y a largo plazo para el problema de la corrosión de los 
recalentadores, además de eliminar la necesidad de soldaduras con 
metales diferentes.
9
 
Plan de seguridad, salud y medio ambiente 
Es muy sencillo, la seguridad es la principal prioridad para WSI. Por ello, es 
fundamental el cumplimiento total de las normas de seguridad, salud y medio 
ambiente (HSE) en cada fase de todos los proyectos que asumimos. Un 
completo plan que cubre todos los aspectos de HSE respalda todas nuestras 
acciones, desde el análisis hasta la implementación, e incluye una completa 
evaluación de riesgos que refleja las certificaciones adecuadas, la planificación, 
las responsabilidades, la formación y el análisis de riesgos de las tareas.
Control de calidad
Todas nuestras soluciones se someten a procesos de control y garantía de la 
calidad, con certificaciones ASME y EN para nuestra soldadura automatizada y 
personal especializado y plenamente formado.
Todos los especialistas de WSI están cualificados según EN 287-1, EN 1418 y 
EN ISO 14732 o ASME, y el alcance de los trabajos se realiza de conformidad 
con los requisitos de la Directiva sobre equipos a presión 97/23/CE y de 
los códigos aplicables de fabricación y diseño para los equipos a presión. 
Contamos con un Programa de garantía de la calidad certificado por EN-
ISO 3834-3, AD-Merkblatt HP0 (TRB 200), TRD 201 y ASME U & S. Todos los 
procedimientos de soldadura respetan los requisitos de EN-ISO 15614-1 y 7 o 
de EN 288 y TÜV Merkblatt 1156/1166 o ASME BPVC..
Ingeniería
Nuestro departamento de ingeniería ofrece una gama completa de análisis, 
tales como mitigación de la distorsión, análisis de la tensión, estabilidad 
estructural y procedimientos especiales de soldadura para asegurar un 
rendimiento óptimo en todo momento, tanto si se trabaja en la fábrica 
como in situ. Además, ingenieros altamente capacitados y especializados en 
mecanización, metalurgia, corrosión y soldadura se esfuerzan por determinar 
las soluciones técnicas más adecuadas para nuestros clientes.
Análisis cualitativo y cuantitativo
Nuestro proceso automático ofrece un recrecimiento con soldadura 
de alta calidad. Entre la cualificación y los parámetros del proceso que 
hemos desarrollado se incluyen ensayos destructivos para comprobar las 
características del recrecimiento con soldadura, como la disolución en el 
material de base, que se mide con precisión en todo momento con el control 
de los parámetros del proceso. También es importante mantener al mínimo el 
contenido férrico del material de base, ya que es el responsable del deterioro 
de la corrosión.
Seguridad, calidad, ingeniería 
y análisis
WSI cuenta con la experiencia y la estructura mundial para ofrecer una solución 
completa a todos los aspectos de la reparación y mejora automatizada de calderas. La 
misma atención al detalle en la ingeniería, la capacidad técnica puntera y la atención 
absoluta a la salud y la seguridad se aplica a todas nuestras actividades y servicios para 
ofrecerle una confianza total y ayudarle a tener éxito ahora y en el futuro.
Reuniones diarias de seguridad
Formación de empleados
Una completa gama de análisis
Análisis cualitativo y cuantitativo (por dispersión 
de energía de rayos X)
10
Un programa de mantenimiento personalizado es la forma 
más rentable de proteger su equipo. Durante el programa de 
mantenimiento, supervisamos el rendimiento de sus equipos con 
regularidad. 
Al utilizar una inspección regular del recargue existente podemos 
entregar un informe específico al cliente con información detallada 
sobre el estado del recargue, asesorar sobre la reparación más 
eficaz y ofrecer una indicación de la durabilidad.
En el caso de la exposición del metal de base, se aplicarán 
reparaciones puntuales al recargue después de la preparación de 
la superficie de la zona. En el supuesto de que sean necesarias 
reparaciones mayores, WSI puede ofrecer una solución de 
reparación usando la tecnología Unifuse®, que se ha aplicado con 
éxito en calderas durante más de treinta años y ofrece una solución 
eficiente al ataque de la corrosión generada por los productos de la 
combustión en las calderas y por los gases de escape calientes que 
generan los sistemas de recuperación del calor residual.
Garantías
Nuestros servicios garantizan una adherencia metalúrgica tanto 
a las membranas como a los tubos de la pared de agua en las 
que se hayan aplicado la aleación resistente a la corrosión. Se 
pueden facilitar garantías a partir de la fecha en que el recargue se 
expondrá al fuego/gas. Estas garantías están sujetas al acuerdo tras 
la recepción de los parámetros a los que está expuesto el recargue. 
Nuestra evaluación toma en consideración todos los factores 
operativos relevantes (p. ej., tipo de caldera, características de los 
gases, condiciones de funcionamiento de la caldera y condiciones 
actuales de los tubos).
El programa de mantenimiento
de calderas de WSI
Los cambios en las operaciones o el tipo de combustible pueden suponer una mayor 
degradación de las partes a presión y un menor rendimiento; ignorar el mantenimiento 
 
de estos activos valiosos puede causar costosas reparaciones o sustituciones.
Servicios de calderas
Pared de agua tras la prueba del sulfato de cobre
Reparaciones puntuales en un viejo recargue con soldadura 625
Ventanas fabricadas con tubos en espiral
Si los daños son extensos, habrá que realizar un recargue 
con soldadura Unifuse automático para recuperar el espesor 
necesario de la protección anticorrosiva
11
Un programa de 
mantenimiento 
personalizado es la 
forma más rentable de 
proteger su equipo. 
Durante el programa 
de mantenimiento, 
supervisamos el 
rendimiento de sus 
equipos con regularidad.
Inspección in situ del recargue existente
11
© 2022 Avail Infrastructure Solutions   09/2022   (ES) GDI
availinfra.com/wsi
WSI B.V.
Marconiweg 16
3225 LV Hellevoetsluis
The Netherlands
T: +31 88 27 84 539
E: wsi-emeaa@availinfra.com
WSI is a specialized global service company offering 
innovative maintenance through automatic weld repair 
solutions that extend the lifetime and maximize the  
value of our customers’ assets in the energy industry.
Servicios de calderas
"
P-620,https://www.availinfra.com/wp-content/uploads/2022/10/AvailWSI_BoilerServices_Brochure_FR_Sngl.pdf,No,"Services de chaudière
Protection des chaudières
contre la corrosion 
2
Services de chaudière
Rechargement d’un écran de chaudière dans une 
usine d’incinération
 
Protection des 
chaudières contre la 
corrosion 
Aujourd’hui, dans un environnement 
commercial de plus en plus 
concurrentiel, les solutions 
techniques doivent permettre 
d’augmenter les rendements et 
d’améliorer la fiabilité opérationnelle 
des installations. Avec son siège 
européen à Hellevoetsluis, aux 
Pays-Bas, WSI est le plus important 
fournisseur mondial de réparations 
automatisées. Dans notre centre de 
fabrication de Radom, en Pologne, 
ainsi que sur le terrain, nous avons 
appliqué dans le monde entier 
de nombreux rechargements 
métalliques par soudage, résistant 
à la corrosion/l’érosion sur des 
chaudières, dans certains des 
environnements les plus exigeants  
au monde.
2
3
Maximiser le retour sur  
investissement
WSI jouit d’une excellente réputation dans l’industrie de l’énergie tout autour 
du globe. La mise en oeuvre de ses solutions permet d’obtenir un retour sur 
investissement significatif.
Défis 
Solutions
Prolonger la durée de vie 
opérationnelle et améliorer 
les performances des 
équipements de production
Nous proposons des solutions pérennes 
qui évitent de remplacer les équipements. 
Les solutions de rechargement par soudage 
durent plus longtemps que les autres 
méthodes classiques et permettent de 
